Name,Crossing Number,Genus-3D,Bridge Index,Braid Index,Alexander
12n_113,12,4,3,3,1-3*t+ 7*t^2-10*t^3+ 11*t^4-10*t^5+ 7*t^6-3*t^7+ t^8
12n_114,12,4,3,3,1-5*t+ 9*t^2-12*t^3+ 13*t^4-12*t^5+ 9*t^6-5*t^7+ t^8
12n_115,12,4,3,4,1-t-t^2+ 4*t^3-5*t^4+ 4*t^5-t^6-t^7+ t^8
12n_116,12,3,3,4,2-7*t+ 16*t^2-21*t^3+ 16*t^4-7*t^5+ 2*t^6
12n_117,12,3,3,4,2-11*t+ 22*t^2-27*t^3+ 22*t^4-11*t^5+ 2*t^6
12n_118,12,3,3,5,2-3*t+ 3*t^3-3*t^5+ 2*t^6
12n_119,12,3,3,4,1-3*t+ 3*t^2-3*t^3+ 3*t^4-3*t^5+ t^6
12n_120,12,3,3,4,1-2*t+ 4*t^2-5*t^3+ 4*t^4-2*t^5+ t^6
12n_121,12,2,3,4,1-t^2+ t^4
12n_122,12,4,3,5,1-6*t+ 14*t^2-21*t^3+ 23*t^4-21*t^5+ 14*t^6-6*t^7+ t^8
12n_123,12,3,3,5,2-14*t+ 34*t^2-45*t^3+ 34*t^4-14*t^5+ 2*t^6
12n_124,12,2,3,5,2-3*t+ 2*t^2
12n_125,12,4,3,5,1-6*t+ 14*t^2-17*t^3+ 17*t^4-17*t^5+ 14*t^6-6*t^7+ t^8
12n_126,12,3,3,5,2-12*t+ 32*t^2-43*t^3+ 32*t^4-12*t^5+ 2*t^6
12n_127,12,4,3,5,1-6*t+ 14*t^2-21*t^3+ 23*t^4-21*t^5+ 14*t^6-6*t^7+ t^8
12n_128,12,3,3,5,2-14*t+ 34*t^2-45*t^3+ 34*t^4-14*t^5+ 2*t^6
12n_129,12,3,3,5,2-3*t+ 2*t^2
12n_130,12,3,3,5,2-8*t+ 14*t^2-17*t^3+ 14*t^4-8*t^5+ 2*t^6
12n_131,12,3,3,5,2-10*t+ 24*t^2-31*t^3+ 24*t^4-10*t^5+ 2*t^6
12n_132,12,3,3,5,4-12*t+ 17*t^2-12*t^3+ 4*t^4
12n_133,12,3,3,4,4-14*t+ 26*t^2-31*t^3+ 26*t^4-14*t^5+ 4*t^6
12n_134,12,4,3,4,1-4*t+ 6*t^2-7*t^3+ 7*t^4-7*t^5+ 6*t^6-4*t^7+ t^8
12n_135,12,4,3,4,1-4*t+ 10*t^2-15*t^3+ 17*t^4-15*t^5+ 10*t^6-4*t^7+ t^8
12n_136,12,4,3,4,1-6*t^2+ 15*t^3-19*t^4+ 15*t^5-6*t^6+ t^8
12n_137,12,4,3,4,1-4*t+ 12*t^2-23*t^3+ 29*t^4-23*t^5+ 12*t^6-4*t^7+ t^8
12n_138,12,4,3,5,1-4*t+ 4*t^2+ t^3-5*t^4+ t^5+ 4*t^6-4*t^7+ t^8
12n_139,12,4,3,5,1-5*t+ 11*t^2-12*t^3+ 11*t^4-12*t^5+ 11*t^6-5*t^7+ t^8
12n_140,12,3,3,5,1-9*t+ 27*t^2-37*t^3+ 27*t^4-9*t^5+ t^6
12n_141,12,3,3,5,1-5*t+ 13*t^2-19*t^3+ 13*t^4-5*t^5+ t^6
12n_142,12,3,3,5,1-5*t+ 10*t^2-11*t^3+ 10*t^4-5*t^5+ t^6
12n_143,12,3,3,5,1-3*t+ 2*t^2-t^3+ 2*t^4-3*t^5+ t^6
12n_144,12,3,3,5,1-7*t+ 18*t^2-23*t^3+ 18*t^4-7*t^5+ t^6
12n_145,12,2,3,5,1-6*t+ 11*t^2-6*t^3+ t^4
12n_146,12,2,3,5,2-12*t+ 19*t^2-12*t^3+ 2*t^4
12n_147,12,3,3,4,2-8*t+ 17*t^2-21*t^3+ 17*t^4-8*t^5+ 2*t^6
12n_148,12,3,3,4,1+ t-5*t^2+ 7*t^3-5*t^4+ t^5+ t^6
12n_149,12,2,3,5,2-t-t^2-t^3+ 2*t^4
12n_150,12,4,3,5,1-5*t+ 10*t^2-9*t^3+ 7*t^4-9*t^5+ 10*t^6-5*t^7+ t^8
12n_151,12,3,3,5,1-8*t+ 24*t^2-33*t^3+ 24*t^4-8*t^5+ t^6
12n_152,12,3,3,5,1-6*t+ 16*t^2-23*t^3+ 16*t^4-6*t^5+ t^6
12n_153,12,4,3,4,2-4*t+ 3*t^2+ t^3-3*t^4+ t^5+ 3*t^6-4*t^7+ 2*t^8
12n_154,12,3,3,4,2-6*t+ 10*t^2-11*t^3+ 10*t^4-6*t^5+ 2*t^6
12n_155,12,3,3,4,2-10*t+ 20*t^2-25*t^3+ 20*t^4-10*t^5+ 2*t^6
12n_156,12,4,3,5,1-5*t+ 8*t^2-3*t^3-t^4-3*t^5+ 8*t^6-5*t^7+ t^8
12n_157,12,3,3,5,1-6*t+ 18*t^2-25*t^3+ 18*t^4-6*t^5+ t^6
12n_158,12,3,3,5,1-8*t+ 22*t^2-31*t^3+ 22*t^4-8*t^5+ t^6
12n_159,12,3,3,4,2-6*t+ 12*t^2-15*t^3+ 12*t^4-6*t^5+ 2*t^6
12n_160,12,3,3,5,1-6*t+ 12*t^2-15*t^3+ 12*t^4-6*t^5+ t^6
12n_161,12,3,3,5,1-8*t+ 22*t^2-29*t^3+ 22*t^4-8*t^5+ t^6
12n_162,12,3,3,5,1-6*t+ 14*t^2-19*t^3+ 14*t^4-6*t^5+ t^6
12n_163,12,4,3,5,1-5*t+ 8*t^2-7*t^3+ 5*t^4-7*t^5+ 8*t^6-5*t^7+ t^8
12n_164,12,3,3,5,1-8*t+ 20*t^2-27*t^3+ 20*t^4-8*t^5+ t^6
12n_165,12,3,3,5,1-6*t+ 16*t^2-21*t^3+ 16*t^4-6*t^5+ t^6
12n_166,12,4,3,4,2-4*t+ 5*t^2-6*t^3+ 7*t^4-6*t^5+ 5*t^6-4*t^7+ 2*t^8
12n_167,12,3,3,4,3-9*t+ 14*t^2-15*t^3+ 14*t^4-9*t^5+ 3*t^6
12n_168,12,3,3,4,1-5*t+ 8*t^2-9*t^3+ 8*t^4-5*t^5+ t^6
12n_169,12,3,3,5,4-9*t+ 9*t^2-7*t^3+ 9*t^4-9*t^5+ 4*t^6
12n_170,12,2,3,5,6-20*t+ 29*t^2-20*t^3+ 6*t^4
12n_171,12,2,3,5,2-10*t+ 15*t^2-10*t^3+ 2*t^4
12n_172,12,4,3,5,1-5*t+ 6*t^2-t^3-3*t^4-t^5+ 6*t^6-5*t^7+ t^8
12n_173,12,4,3,5,1-6*t+ 16*t^2-25*t^3+ 27*t^4-25*t^5+ 16*t^6-6*t^7+ t^8
12n_174,12,4,3,5,1-6*t+ 18*t^2-35*t^3+ 45*t^4-35*t^5+ 18*t^6-6*t^7+ t^8
12n_175,12,4,3,5,1-4*t+ 4*t^2+ 5*t^3-11*t^4+ 5*t^5+ 4*t^6-4*t^7+ t^8
12n_176,12,2,3,5,4-16*t+ 23*t^2-16*t^3+ 4*t^4
12n_177,12,3,3,5,4-11*t+ 16*t^2-17*t^3+ 16*t^4-11*t^5+ 4*t^6
12n_178,12,3,3,5,1-9*t+ 24*t^2-33*t^3+ 24*t^4-9*t^5+ t^6
12n_179,12,3,3,5,1-3*t+ 2*t^2-t^3+ 2*t^4-3*t^5+ t^6
12n_180,12,3,3,4,2-10*t+ 22*t^2-29*t^3+ 22*t^4-10*t^5+ 2*t^6
12n_181,12,3,3,4,2-9*t+ 19*t^2-23*t^3+ 19*t^4-9*t^5+ 2*t^6
12n_182,12,4,3,5,1-5*t+ 10*t^2-13*t^3+ 13*t^4-13*t^5+ 10*t^6-5*t^7+ t^8
12n_183,12,3,3,5,1-10*t+ 26*t^2-35*t^3+ 26*t^4-10*t^5+ t^6
12n_184,12,3,3,5,1-4*t+ 10*t^2-13*t^3+ 10*t^4-4*t^5+ t^6
12n_185,12,4,3,4,1-4*t+ 7*t^2-10*t^3+ 11*t^4-10*t^5+ 7*t^6-4*t^7+ t^8
12n_186,12,4,3,4,1-4*t+ 11*t^2-18*t^3+ 21*t^4-18*t^5+ 11*t^6-4*t^7+ t^8
12n_187,12,4,3,4,1-5*t^2+ 12*t^3-15*t^4+ 12*t^5-5*t^6+ t^8
12n_188,12,4,3,4,1-4*t+ 9*t^2-12*t^3+ 13*t^4-12*t^5+ 9*t^6-4*t^7+ t^8
12n_189,12,4,3,4,1-4*t+ 9*t^2-16*t^3+ 19*t^4-16*t^5+ 9*t^6-4*t^7+ t^8
12n_190,12,4,3,3,1-3*t+ 8*t^2-13*t^3+ 15*t^4-13*t^5+ 8*t^6-3*t^7+ t^8
12n_191,12,4,3,3,1-5*t+ 10*t^2-15*t^3+ 17*t^4-15*t^5+ 10*t^6-5*t^7+ t^8
12n_192,12,4,3,4,1-t-2*t^2+ 7*t^3-9*t^4+ 7*t^5-2*t^6-t^7+ t^8
12n_193,12,3,3,4,2-6*t+ 13*t^2-17*t^3+ 13*t^4-6*t^5+ 2*t^6
12n_194,12,3,3,4,2-10*t+ 19*t^2-23*t^3+ 19*t^4-10*t^5+ 2*t^6
12n_195,12,3,3,5,2-4*t+ 3*t^2-t^3+ 3*t^4-4*t^5+ 2*t^6
12n_196,12,3,3,5,2-6*t+ 7*t^2-7*t^3+ 7*t^4-6*t^5+ 2*t^6
12n_197,12,3,3,5,2-10*t+ 25*t^2-33*t^3+ 25*t^4-10*t^5+ 2*t^6
12n_198,12,3,3,5,1-4*t+ 6*t^2-5*t^3+ 6*t^4-4*t^5+ t^6
12n_199,12,3,3,4,1-t+ 2*t^2-3*t^3+ 2*t^4-t^5+ t^6
12n_200,12,2,3,5,2-2*t+ t^2-2*t^3+ 2*t^4
12n_201,12,3,3,5,3-13*t+ 23*t^2-27*t^3+ 23*t^4-13*t^5+ 3*t^6
12n_202,12,3,3,5,3-13*t+ 31*t^2-41*t^3+ 31*t^4-13*t^5+ 3*t^6
12n_203,12,3,3,5,3-5*t+ t^2+ 3*t^3+ t^4-5*t^5+ 3*t^6
12n_204,12,3,3,5,1-9*t+ 22*t^2-29*t^3+ 22*t^4-9*t^5+ t^6
12n_205,12,4,3,5,1-5*t+ 11*t^2-14*t^3+ 15*t^4-14*t^5+ 11*t^6-5*t^7+ t^8
12n_206,12,4,3,5,1-5*t+ 13*t^2-24*t^3+ 29*t^4-24*t^5+ 13*t^6-5*t^7+ t^8
12n_207,12,4,3,5,1-3*t-t^2+ 12*t^3-19*t^4+ 12*t^5-t^6-3*t^7+ t^8
12n_208,12,3,3,4,3-11*t+ 23*t^2-29*t^3+ 23*t^4-11*t^5+ 3*t^6
12n_209,12,3,3,4,3-15*t+ 31*t^2-39*t^3+ 31*t^4-15*t^5+ 3*t^6
12n_210,12,3,3,5,1-t-t^2+ 3*t^3-t^4-t^5+ t^6
12n_211,12,3,3,5,1-6*t+ 12*t^2-13*t^3+ 12*t^4-6*t^5+ t^6
12n_212,12,3,3,4,3-11*t+ 23*t^2-29*t^3+ 23*t^4-11*t^5+ 3*t^6
12n_213,12,3,3,4,3-15*t+ 31*t^2-39*t^3+ 31*t^4-15*t^5+ 3*t^6
12n_214,12,3,3,5,1-t-t^2+ 3*t^3-t^4-t^5+ t^6
12n_215,12,3,3,5,2-8*t+ 13*t^2-15*t^3+ 13*t^4-8*t^5+ 2*t^6
12n_216,12,3,3,5,2-8*t+ 19*t^2-25*t^3+ 19*t^4-8*t^5+ 2*t^6
12n_217,12,3,3,5,2-2*t-3*t^2+ 7*t^3-3*t^4-2*t^5+ 2*t^6
12n_218,12,3,3,5,1-4*t+ 6*t^2-7*t^3+ 6*t^4-4*t^5+ t^6
12n_219,12,4,4,5,1-5*t+ 12*t^2-20*t^3+ 23*t^4-20*t^5+ 12*t^6-5*t^7+ t^8
12n_220,12,4,4,5,1-3*t+ 8*t^3-13*t^4+ 8*t^5-3*t^7+ t^8
12n_221,12,3,4,5,1-2*t+ 3*t^2-2*t^3+ t^4
12n_222,12,3,4,5,2-13*t+ 30*t^2-39*t^3+ 30*t^4-13*t^5+ 2*t^6
12n_223,12,3,4,5,2-11*t+ 26*t^2-33*t^3+ 26*t^4-11*t^5+ 2*t^6
12n_224,12,3,4,5,2-9*t+ 18*t^2-23*t^3+ 18*t^4-9*t^5+ 2*t^6
12n_225,12,2,4,5,3-10*t+ 13*t^2-10*t^3+ 3*t^4
12n_226,12,4,3,5,1-5*t+ 11*t^2-14*t^3+ 15*t^4-14*t^5+ 11*t^6-5*t^7+ t^8
12n_227,12,4,3,5,1-5*t+ 13*t^2-24*t^3+ 29*t^4-24*t^5+ 13*t^6-5*t^7+ t^8
12n_228,12,4,3,5,1-3*t-t^2+ 12*t^3-19*t^4+ 12*t^5-t^6-3*t^7+ t^8
12n_229,12,4,4,5,1-5*t+ 8*t^2-8*t^3+ 7*t^4-8*t^5+ 8*t^6-5*t^7+ t^8
12n_230,12,3,3,6,1-4*t+ 4*t^2-t^3+ 4*t^4-4*t^5+ t^6
12n_231,12,3,3,5,2-8*t+ 11*t^2-8*t^3+ 2*t^4
12n_232,12,2,3,5,2-8*t+ 11*t^2-8*t^3+ 2*t^4
12n_233,12,4,3,3,1-2*t+ 4*t^2-5*t^3+ 5*t^4-5*t^5+ 4*t^6-2*t^7+ t^8
12n_234,12,4,3,3,1-4*t+ 6*t^2-7*t^3+ 7*t^4-7*t^5+ 6*t^6-4*t^7+ t^8
12n_235,12,4,3,3,1-2*t+ 2*t^2-t^3+ t^4-t^5+ 2*t^6-2*t^7+ t^8
12n_236,12,3,3,4,2-5*t+ 10*t^2-13*t^3+ 10*t^4-5*t^5+ 2*t^6
12n_237,12,3,3,4,2-9*t+ 16*t^2-19*t^3+ 16*t^4-9*t^5+ 2*t^6
12n_238,12,3,3,4,2-5*t+ 6*t^2-5*t^3+ 6*t^4-5*t^5+ 2*t^6
12n_239,12,3,3,4,2-5*t+ 9*t^2-11*t^3+ 9*t^4-5*t^5+ 2*t^6
12n_240,12,3,3,4,2-9*t+ 17*t^2-21*t^3+ 17*t^4-9*t^5+ 2*t^6
12n_241,12,3,3,4,2-7*t+ 13*t^2-15*t^3+ 13*t^4-7*t^5+ 2*t^6
12n_242,12,5,3,3,1-t+ t^3-t^4+ t^5-t^6+ t^7-t^9+ t^10
12n_243,12,4,3,4,2-3*t+ t^2+ 2*t^3-3*t^4+ 2*t^5+ t^6-3*t^7+ 2*t^8
12n_244,12,4,3,4,2-4*t+ 4*t^2-2*t^3+ t^4-2*t^5+ 4*t^6-4*t^7+ 2*t^8
12n_245,12,3,3,5,4-8*t+ 6*t^2-3*t^3+ 6*t^4-8*t^5+ 4*t^6
12n_246,12,2,3,5,5-17*t+ 25*t^2-17*t^3+ 5*t^4
12n_247,12,2,3,5,3-13*t+ 19*t^2-13*t^3+ 3*t^4
12n_248,12,2,3,5,3-6*t+ 7*t^2-6*t^3+ 3*t^4
12n_249,12,2,3,5,3-12*t+ 17*t^2-12*t^3+ 3*t^4
12n_250,12,2,3,5,3-10*t+ 15*t^2-10*t^3+ 3*t^4
12n_251,12,3,3,5,3-5*t+ 2*t^2+ t^3+ 2*t^4-5*t^5+ 3*t^6
12n_252,12,3,3,5,2-10*t+ 20*t^2-25*t^3+ 20*t^4-10*t^5+ 2*t^6
12n_253,12,3,3,4,2-6*t+ 12*t^2-15*t^3+ 12*t^4-6*t^5+ 2*t^6
12n_254,12,3,3,4,2-8*t+ 14*t^2-17*t^3+ 14*t^4-8*t^5+ 2*t^6
12n_255,12,3,3,5,2-12*t+ 30*t^2-39*t^3+ 30*t^4-12*t^5+ 2*t^6
12n_256,12,3,3,5,2-6*t+ 9*t^2-6*t^3+ 2*t^4
12n_257,12,3,3,4,2-6*t+ 9*t^2-6*t^3+ 2*t^4
12n_258,12,2,3,5,1-4*t+ 5*t^2-4*t^3+ t^4
12n_259,12,3,3,4,4-12*t+ 20*t^2-23*t^3+ 20*t^4-12*t^5+ 4*t^6
12n_260,12,2,3,5,3-5*t+ 5*t^2-5*t^3+ 3*t^4
12n_261,12,4,4,5,1-5*t+ 10*t^2-12*t^3+ 13*t^4-12*t^5+ 10*t^6-5*t^7+ t^8
12n_262,12,3,3,5,2-10*t+ 20*t^2-25*t^3+ 20*t^4-10*t^5+ 2*t^6
12n_263,12,3,3,5,2-12*t+ 30*t^2-39*t^3+ 30*t^4-12*t^5+ 2*t^6
12n_264,12,3,3,5,2-6*t+ 9*t^2-6*t^3+ 2*t^4
12n_265,12,3,3,5,2-8*t+ 14*t^2-15*t^3+ 14*t^4-8*t^5+ 2*t^6
12n_266,12,3,3,5,2-10*t+ 24*t^2-33*t^3+ 24*t^4-10*t^5+ 2*t^6
12n_267,12,3,3,5,4-16*t+ 23*t^2-16*t^3+ 4*t^4
12n_268,12,2,3,6,2-5*t+ 2*t^2
12n_269,12,3,3,5,1-9*t+ 28*t^2-41*t^3+ 28*t^4-9*t^5+ t^6
12n_270,12,2,3,5,3-16*t+ 25*t^2-16*t^3+ 3*t^4
12n_271,12,3,3,5,1-5*t+ 12*t^2-17*t^3+ 12*t^4-5*t^5+ t^6
12n_272,12,3,3,5,1-7*t+ 20*t^2-27*t^3+ 20*t^4-7*t^5+ t^6
12n_273,12,3,3,5,1-3*t+ 3*t^3-3*t^5+ t^6
12n_274,12,2,3,5,3-14*t+ 21*t^2-14*t^3+ 3*t^4
12n_275,12,2,3,5,2-9*t+ 15*t^2-9*t^3+ 2*t^4
12n_276,12,3,3,4,1+ t-7*t^2+ 11*t^3-7*t^4+ t^5+ t^6
12n_277,12,3,3,4,2-8*t+ 15*t^2-17*t^3+ 15*t^4-8*t^5+ 2*t^6
12n_278,12,2,3,5,4-16*t+ 25*t^2-16*t^3+ 4*t^4
12n_279,12,2,3,5,1-6*t+ 11*t^2-6*t^3+ t^4
12n_280,12,3,3,5,1-6*t+ 12*t^2-13*t^3+ 12*t^4-6*t^5+ t^6
12n_281,12,3,3,5,1-6*t+ 18*t^2-27*t^3+ 18*t^4-6*t^5+ t^6
12n_282,12,2,3,5,1-5*t+ 9*t^2-5*t^3+ t^4
12n_283,12,4,3,5,1-6*t+ 14*t^2-16*t^3+ 13*t^4-16*t^5+ 14*t^6-6*t^7+ t^8
12n_284,12,3,3,4,1-5*t+ 13*t^2-19*t^3+ 13*t^4-5*t^5+ t^6
12n_285,12,3,3,5,1-5*t+ 9*t^2-9*t^3+ 9*t^4-5*t^5+ t^6
12n_286,12,2,3,5,2-11*t+ 19*t^2-11*t^3+ 2*t^4
12n_287,12,4,3,5,1-6*t+ 15*t^2-22*t^3+ 23*t^4-22*t^5+ 15*t^6-6*t^7+ t^8
12n_288,12,2,3,5,4-12*t+ 17*t^2-12*t^3+ 4*t^4
12n_289,12,3,3,5,4-12*t+ 19*t^2-21*t^3+ 19*t^4-12*t^5+ 4*t^6
12n_290,12,3,3,4,1-7*t+ 16*t^2-21*t^3+ 16*t^4-7*t^5+ t^6
12n_291,12,3,3,4,3-11*t+ 22*t^2-27*t^3+ 22*t^4-11*t^5+ 3*t^6
12n_292,12,4,3,4,2-4*t+ 2*t^2+ 4*t^3-7*t^4+ 4*t^5+ 2*t^6-4*t^7+ 2*t^8
12n_293,12,2,3,4,2-3*t+ 2*t^2
12n_294,12,4,3,5,1-5*t+ 8*t^2-6*t^3+ 5*t^4-6*t^5+ 8*t^6-5*t^7+ t^8
12n_295,12,3,3,5,1-9*t+ 26*t^2-35*t^3+ 26*t^4-9*t^5+ t^6
12n_296,12,4,3,5,1-5*t+ 8*t^2-4*t^3+ t^4-4*t^5+ 8*t^6-5*t^7+ t^8
12n_297,12,3,3,6,2-11*t+ 22*t^2-25*t^3+ 22*t^4-11*t^5+ 2*t^6
12n_298,12,3,3,5,1-7*t+ 21*t^2-31*t^3+ 21*t^4-7*t^5+ t^6
12n_299,12,3,3,5,3-12*t+ 18*t^2-19*t^3+ 18*t^4-12*t^5+ 3*t^6
12n_300,12,3,3,5,1-7*t+ 18*t^2-25*t^3+ 18*t^4-7*t^5+ t^6
12n_301,12,4,3,5,1-5*t+ 10*t^2-12*t^3+ 11*t^4-12*t^5+ 10*t^6-5*t^7+ t^8
12n_302,12,3,3,5,1-9*t+ 27*t^2-37*t^3+ 27*t^4-9*t^5+ t^6
12n_303,12,3,3,4,1-5*t+ 9*t^2-11*t^3+ 9*t^4-5*t^5+ t^6
12n_304,12,3,3,4,3-9*t+ 15*t^2-17*t^3+ 15*t^4-9*t^5+ 3*t^6
12n_305,12,4,3,4,2-4*t+ 4*t^2-3*t^3+ 3*t^4-3*t^5+ 4*t^6-4*t^7+ 2*t^8
12n_306,12,2,3,5,2-9*t+ 13*t^2-9*t^3+ 2*t^4
12n_307,12,2,3,5,6-19*t+ 27*t^2-19*t^3+ 6*t^4
12n_308,12,3,3,5,4-10*t+ 12*t^2-11*t^3+ 12*t^4-10*t^5+ 4*t^6
12n_309,12,3,3,4,1-t-t^2+ 3*t^3-t^4-t^5+ t^6
12n_310,12,2,3,5,2-5*t+ 7*t^2-5*t^3+ 2*t^4
12n_311,12,2,3,5,3-13*t+ 19*t^2-13*t^3+ 3*t^4
12n_312,12,3,3,5,1-5*t+ 11*t^2-15*t^3+ 11*t^4-5*t^5+ t^6
12n_313,12,2,3,5,1
12n_314,12,3,3,4,1-6*t+ 13*t^2-15*t^3+ 13*t^4-6*t^5+ t^6
12n_315,12,3,3,4,1-6*t+ 14*t^2-19*t^3+ 14*t^4-6*t^5+ t^6
12n_316,12,3,3,4,1-7*t+ 15*t^2-19*t^3+ 15*t^4-7*t^5+ t^6
12n_317,12,3,3,4,2-9*t+ 19*t^2-25*t^3+ 19*t^4-9*t^5+ 2*t^6
12n_318,12,3,3,4,1-t-t^2+ 3*t^3-t^4-t^5+ t^6
12n_319,12,3,3,4,2-6*t+ 8*t^2-9*t^3+ 8*t^4-6*t^5+ 2*t^6
12n_320,12,3,3,4,2-11*t+ 25*t^2-33*t^3+ 25*t^4-11*t^5+ 2*t^6
12n_321,12,2,3,4,3-5*t+ 3*t^2
12n_322,12,2,3,5,2-6*t+ 7*t^2-6*t^3+ 2*t^4
12n_323,12,2,3,4,4-13*t+ 19*t^2-13*t^3+ 4*t^4
12n_324,12,2,3,5,5-17*t+ 23*t^2-17*t^3+ 5*t^4
12n_325,12,3,3,4,2-11*t+ 26*t^2-35*t^3+ 26*t^4-11*t^5+ 2*t^6
12n_326,12,4,3,4,1-4*t+ 8*t^2-9*t^3+ 9*t^4-9*t^5+ 8*t^6-4*t^7+ t^8
12n_327,12,4,3,4,1-4*t+ 9*t^2-11*t^3+ 11*t^4-11*t^5+ 9*t^6-4*t^7+ t^8
12n_328,12,4,3,4,1-3*t^2+ 5*t^3-5*t^4+ 5*t^5-3*t^6+ t^8
12n_329,12,3,3,4,1+ t-6*t^2+ 9*t^3-6*t^4+ t^5+ t^6
12n_330,12,3,3,4,2-9*t+ 20*t^2-25*t^3+ 20*t^4-9*t^5+ 2*t^6
12n_331,12,3,3,5,2-7*t+ 9*t^2-9*t^3+ 9*t^4-7*t^5+ 2*t^6
12n_332,12,2,3,5,2-2*t+ t^2-2*t^3+ 2*t^4
12n_333,12,2,3,5,3-11*t+ 17*t^2-11*t^3+ 3*t^4
12n_334,12,2,3,5,4-16*t+ 23*t^2-16*t^3+ 4*t^4
12n_335,12,3,3,4,2-10*t+ 22*t^2-27*t^3+ 22*t^4-10*t^5+ 2*t^6
12n_336,12,3,3,5,1-2*t+ t^3-2*t^5+ t^6
12n_337,12,3,3,5,1-9*t+ 25*t^2-33*t^3+ 25*t^4-9*t^5+ t^6
12n_338,12,4,3,4,2-4*t+ 4*t^2-2*t^3+ t^4-2*t^5+ 4*t^6-4*t^7+ 2*t^8
12n_339,12,3,3,4,3-11*t+ 21*t^2-25*t^3+ 21*t^4-11*t^5+ 3*t^6
12n_340,12,3,3,4,1-3*t+ 3*t^2-3*t^3+ 3*t^4-3*t^5+ t^6
12n_341,12,3,3,5,4-10*t+ 13*t^2-13*t^3+ 13*t^4-10*t^5+ 4*t^6
12n_342,12,2,3,5,4-13*t+ 19*t^2-13*t^3+ 4*t^4
12n_343,12,2,3,5,4-15*t+ 21*t^2-15*t^3+ 4*t^4
12n_344,12,4,3,3,1-4*t+ 10*t^2-15*t^3+ 17*t^4-15*t^5+ 10*t^6-4*t^7+ t^8
12n_345,12,4,3,3,1-4*t+ 8*t^2-13*t^3+ 15*t^4-13*t^5+ 8*t^6-4*t^7+ t^8
12n_346,12,4,3,4,1-2*t+ 2*t^2-t^3+ t^4-t^5+ 2*t^6-2*t^7+ t^8
12n_347,12,3,3,4,1-3*t+ 7*t^2-9*t^3+ 7*t^4-3*t^5+ t^6
12n_348,12,3,3,5,1-7*t+ 19*t^2-25*t^3+ 19*t^4-7*t^5+ t^6
12n_349,12,3,3,5,1-4*t+ 2*t^2+ t^3+ 2*t^4-4*t^5+ t^6
12n_350,12,3,3,5,1-8*t+ 25*t^2-35*t^3+ 25*t^4-8*t^5+ t^6
12n_351,12,3,3,5,1-5*t+ 7*t^2-5*t^3+ 7*t^4-5*t^5+ t^6
12n_352,12,3,3,5,1-3*t+ t^2+ 3*t^3+ t^4-3*t^5+ t^6
12n_353,12,3,3,5,1-9*t+ 25*t^2-33*t^3+ 25*t^4-9*t^5+ t^6
12n_354,12,3,3,5,1-4*t+ 5*t^2-3*t^3+ 5*t^4-4*t^5+ t^6
12n_355,12,3,3,5,1-3*t+ 2*t^2+ t^3+ 2*t^4-3*t^5+ t^6
12n_356,12,3,3,5,1-5*t+ 14*t^2-21*t^3+ 14*t^4-5*t^5+ t^6
12n_357,12,3,3,5,1-9*t+ 24*t^2-31*t^3+ 24*t^4-9*t^5+ t^6
12n_358,12,2,3,4,3-11*t+ 15*t^2-11*t^3+ 3*t^4
12n_359,12,2,3,6,3-17*t+ 29*t^2-17*t^3+ 3*t^4
12n_360,12,2,3,5,3-12*t+ 19*t^2-12*t^3+ 3*t^4
12n_361,12,3,3,5,3-11*t+ 15*t^2-15*t^3+ 15*t^4-11*t^5+ 3*t^6
12n_362,12,3,3,4,1-4*t+ 7*t^2-7*t^3+ 7*t^4-4*t^5+ t^6
12n_363,12,3,3,5,1-8*t+ 21*t^2-27*t^3+ 21*t^4-8*t^5+ t^6
12n_364,12,3,3,5,2-11*t+ 23*t^2-27*t^3+ 23*t^4-11*t^5+ 2*t^6
12n_365,12,3,3,5,2-11*t+ 23*t^2-27*t^3+ 23*t^4-11*t^5+ 2*t^6
12n_366,12,3,3,4,1+ 2*t-8*t^2+ 11*t^3-8*t^4+ 2*t^5+ t^6
12n_367,12,3,3,5,1-10*t+ 30*t^2-43*t^3+ 30*t^4-10*t^5+ t^6
12n_368,12,4,3,4,1-4*t+ 5*t^2-3*t^3+ t^4-3*t^5+ 5*t^6-4*t^7+ t^8
12n_369,12,4,3,4,1-4*t+ 9*t^2-15*t^3+ 17*t^4-15*t^5+ 9*t^6-4*t^7+ t^8
12n_370,12,3,3,4,1-2*t+ t^3-2*t^5+ t^6
12n_371,12,3,3,4,1-2*t+ 2*t^2-t^3+ 2*t^4-2*t^5+ t^6
12n_372,12,3,3,4,1-4*t+ 10*t^2-13*t^3+ 10*t^4-4*t^5+ t^6
12n_373,12,3,3,4,1-8*t+ 18*t^2-23*t^3+ 18*t^4-8*t^5+ t^6
12n_374,12,4,3,4,2-3*t+ 6*t^3-9*t^4+ 6*t^5-3*t^7+ 2*t^8
12n_375,12,3,3,4,1-6*t+ 13*t^2-17*t^3+ 13*t^4-6*t^5+ t^6
12n_376,12,4,3,4,1-4*t+ 10*t^2-19*t^3+ 23*t^4-19*t^5+ 10*t^6-4*t^7+ t^8
12n_377,12,3,3,4,1-4*t+ 9*t^2-11*t^3+ 9*t^4-4*t^5+ t^6
12n_378,12,3,3,4,3-12*t+ 24*t^2-29*t^3+ 24*t^4-12*t^5+ 3*t^6
